product;url;
pan_frances;https://www.carrefour.com.ar/mini-baguette-clasica-x-uni-545133/p
galletitas_dulces;https://www.carrefour.com.ar/bizcochos-9-de-oro-agridulces-200-g/p
galletitas_de_agua;https://www.carrefour.com.ar/galletitas-mediatarde-clasicas-105-g-x-3-uni-697573/p
harina_de_trigo;https://www.carrefour.com.ar/harina-de-trigo-000-favorita-con-vitaminas-1-kg-732147/p
harina_de_maiz;https://www.carrefour.com.ar/polenta-instantanea-egran-bolsa-x-500-grs-383999/p
arroz;https://www.carrefour.com.ar/arroz-largo-fino-00000-gallo-en-bolsa-500-g-733189/p
fideos_secos;https://www.carrefour.com.ar/fideos-tallarines-n7-terrabusi-500-g-729392/p
asado;https://www.carrefour.com.ar/asado-bulnez-x-kg-6631/p
carnaza_comun;https://www.carrefour.com.ar/carnaza-comun-bulnez-x-kg-674622/p
hueso_con_carne;
paleta;https://www.carrefour.com.ar/paleta-x-kg-662849/p
carne_picada;https://www.carrefour.com.ar/carne-picada-bulnez-x-kg-678596/p
nalga;https://www.carrefour.com.ar/nalga-entera-x-kg-678583/p
higado;https://www.cotodigital3.com.ar/sitios/cdigi/producto/-higado-x-kg/_/A-00000029-00000029-200
pechito_de_cerdo;https://www.carrefour.com.ar/pechito-con-manta-congelado-completo-x-kg-691389/p
pollo;https://www.carrefour.com.ar/pollo-entero-congelado-x-kg-699692/p
carne_de_pescado;
mortadela;https://www.carrefour.com.ar/mortadela-200-g-bajo-precio-garantizado-681928/p
paleta_cocida;https://www.carrefour.com.ar/paleta-cocida-paladini-cristal-x-kg/p
salchich¢n;https://www.carrefour.com.ar/salchichon-con-jamon-champion-x-kg/p
salame;https://www.carrefour.com.ar/salame-mil-n-picado-fino-feteado-lario-x-150-grs/p
aceite_de_girasol;https://www.carrefour.com.ar/aceite-de-girasol-legitimo-900-cc-700951/p
margarina_para_cocinar;https://www.carrefour.com.ar/margarina-en-pan-danica-clasica-200-g-726170/p
leche_fluida;https://www.carrefour.com.ar/leche-entera-casanto-3-ultra-para-sachet-1-l-703955/p
leche_en_polvo_entera;https://www.carrefour.com.ar/leche-en-polvo-la-lechera-entera-800-g-721597/p
queso_crema;https://www.carrefour.com.ar/queso-crema-la-serenisima-light-en-pote-290-g-726377/p
queso_cuartirolo;https://www.carrefour.com.ar/queso-cremoso-la-paulina-x-kg-647989/p
queso_de_rallar;https://www.carrefour.com.ar/reggianito-sbrinz-horma-la-paulina-x-kg-680155/p
manteca;https://www.carrefour.com.ar/manteca-classic-calidad-extra-200-g/p
yogur;https://www.carrefour.com.ar/yogur-descremado-milkaut-de-vainilla-en-sachet-900-g-719267/p
dulce_de_leche;https://www.carrefour.com.ar/dulce-de-leche-clasico-la-serenisima-400-g/p
huevo;https://www.carrefour.com.ar/huevos-blancos-medianos-granja-almeyra-maple-30-uni-702205/p
manzana;https://www.carrefour.com.ar/manzana-red-x-kg-432782/p
naranja;https://www.carrefour.com.ar/naranja-de-jugo-x-kg-8314/p
banana;https://www.carrefour.com.ar/banana-nacional-x-kg/p
mandarina;https://www.carrefour.com.ar/mandarina-x-kg/p
pera;https://www.carrefour.com.ar/pera-x-kg/p
batata;https://www.carrefour.com.ar/batata-x-kg/p
papa;https://www.carrefour.com.ar/batata-x-kg/p
acelga;https://www.carrefour.com.ar/acelga-x-paquete/p
cebolla;https://www.carrefour.com.ar/cebolla-blanca-x-kg/p
choclo;https://www.carrefour.com.ar/choclo-en-chala-x-kg-735021/p
lechuga;https://www.carrefour.com.ar/lechuga-capuchina-x-kg/p
tomate_perita;
zanahoria;https://www.carrefour.com.ar/zanahoria-precios-cuidados-x-kg/p
zapallo;https://www.carrefour.com.ar/zapallo-anco-x-kg/p
tomate_envasado;https://www.carrefour.com.ar/tomate-perita-pelado-alco-400-g/p
arvejas_en_lata;https://www.carrefour.com.ar/arvejas-secas-remojadas-la-campagnola-300-g-702053/p
lentejas_secas;https://www.carrefour.com.ar/lentejas-secas-doroteo-400-g/p
azucar;https://www.carrefour.com.ar/azucar-comun-tipo-a-bella-vista-1-kg-421740/p
dulce_de_batata;https://www.carrefour.com.ar/dulce-de-batata-emeth-con-chocolate-500-g/p
mermelada;https://www.carrefour.com.ar/mermelada-de-ciruela-light-carrefour-390-g/p
sal_fina;https://www.carrefour.com.ar/sal-fina-dos-anclas-500-g-3172/p
mayonesa;https://www.carrefour.com.ar/mayonesa-clasica-hellmann-s-sin-tacc-doypack-950-g-694756/p
vinagre;https://www.carrefour.com.ar/vinagre-de-alcohol-silva-linea-gourmet-960-cc/p
caldo_concentrado;https://www.carrefour.com.ar/caldo-maggi-sabor-carne-114-g-692993/p
gaseosas;https://www.carrefour.com.ar/gaseosa-doble-cola-regular-cola-225-l/p
jugos_concentrados;https://www.carrefour.com.ar/jugo-en-polvo-arcor-manzana-18-g/p
soda;https://www.carrefour.com.ar/soda-saldan-sifon-2-l/p
cerveza;https://www.carrefour.com.ar/cerveza-rubia-andes-origen-473-cc/p
vino;https://www.carrefour.com.ar/vino-tinto-pico-de-oro-brik-1-lt-731663/p
cafe;https://www.carrefour.com.ar/infusion-a-base-de-cafe-arlistan-en-frasco-100-g-727996/p
yerba;https://www.carrefour.com.ar/yerba-mate-playadito-suave-con-palo-1-kg/p
te_en_saquitos;https://www.carrefour.com.ar/te-en-saquitos-green-hills-50-u/p
