id,fecha,pan_frances,galletitas_dulces,galletitas_de_agua,harina_de_trigo,harina_de_maiz,arroz,fideos_secos,asado,carnaza_comun,hueso_con_carne,paleta,carne_picada,nalga,higado,pechito_de_cerdo,pollo,carne_de_pescado,mortadela,paleta_cocida,salchich¢n,salame,aceite_de_girasol,margarina_para_cocinar,leche_fluida,leche_en_polvo_entera,queso_crema,queso_cuartirolo,queso_de_rallar,manteca,yogur,dulce_de_leche,huevo,manzana,naranja,banana,pera,batata,papa,acelga,cebolla,choclo,lechuga,tomate_perita,zanahoria,zapallo,tomate_envasado,arvejas_en_lata,lentejas_secas,azucar,dulce_de_batata,mermelada,sal_fina,mayonesa,vinagre,caldo_concentrado,gaseosas,jugos_concentrados,soda,cerveza,vino,cafe,yerba,te_en_saquitos,mandarina
433,2024-04-01,5671.28,989.99,998.99,790.0,0.0,1585.0,1050.0,3999.9,4299.9,1549.9,6199.9,4699.9,6599.9,1399.9,3799.9,1999.9,4999.0,7190.0,8999.0,4600.0,2644.99,1543.33,1040.0,0.0,8247.0,1729.34,7399.0,14999.0,1635.0,1991.11,1549,203.16,1299.0,1899.0,1489.0,699.0,999.0,999.0,1799.0,1199.0,1199.0,5599.0,2499.0,799.0,329.0,825.0,928.99,1635,1399.0,2799.0,1649.99,885.0,2421.05,768.75,130.5,566.66,199,600.0,2351.0,1645.0,1900.0,2950.9,37.70,0.0
